

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000900000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EED4632B72489544953E443752EF3C1F337BC5E6E7EEBFF8B8259F67FE8CFB1B
0000000000000000000000910000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,67600C9397BA0EF39BC7BDA0F85B084DC51E679B6EBB8B3420067CFFA70A069B
0000000000000000000000920000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,21010FD1FA493A2F81CDCFECEC0C014339E0233E6F9B4A3ACF5A764EE960DD28
0000000000000000000000930000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C423DC2508CFB2BDC8318DBA1B2CFF5DE45F32DDFB2041764C9F8E1D394408C0
0000000000000000000000940000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,38BE0A3958A6DDD5910C4167674D92067B31D841323E507AEB53C4959018AC53
0000000000000000000000950000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D88B4EEF7934B8A8A577EC2CAFC987F9B0DA92029A7DD85159B6C31261D2B986
0000000000000000000000960000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FDB5ECAFBE77F6CF38B5CE554150FA952E74CBD89846840F05F6978F57643AAA
0000000000000000000000970000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,436A55D6FB0A22506430C95626C48772B7B9FADE4C36B2BF572BAE15A58E728D
0000000000000000000000980000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,697047DB8AE3305379634DF3B9F8C9E658D41FA2B5C2CB75C4B30BDB701849E8
0000000000000000000000990000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3D802B2227E9934EA0B6001299AA2870853BB8149B16F8401C47C7F0DDBC5E14
00000000000000000000009A0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EDD2DA9B219AC9361A7AF348FE8E76C638AFFE7931962A6EC4E6868E0425AB8E
00000000000000000000009B0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0EDF702BB7EC61CC89BD20181A4763399CB71D7CA3770E34B72B51FAC9F9AB0D
00000000000000000000009C0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1C4D269775A8C1A30796748B2044F588C4154304B4F5E837F95D7C929EE7865E
00000000000000000000009D0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1F231670D98B3B9F4993A015DBD9BE49303E0E5EF9020AF3CCAB58FD861931B5
00000000000000000000009E0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9673E76CE204FAC8F63E0AF9034B38FD202830BE9D431D164342849F45F21B85
00000000000000000000009F0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,380FBE62403BCA0ADE25537CBAF700E8C59390BF8FD17C39830F5692BFFA116A
0000000000000000000000A00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D7FC6527B47ADD1C0E811AFDB2E21D703DC1DDD50B411EEB23A3E666DE036DAF
0000000000000000000000A10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6AE12BB0EBC6812B7D934E9EEE4F2763B846DA180FDF67A37DB3645511874462
0000000000000000000000A20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7E71F10A4DA006CE599EEF8FACFAA1CECC35785548DD1CC3F6BFB2FD14FE3AD9
0000000000000000000000A30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,10204556F9249DFE7E31039ABFC962FC030B18D887C156490F9B0919E1CE8858
0000000000000000000000A40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,004753AEE8CA91D487B038987DF15B97B9B5388B90EB5972823AC1D03C659038
0000000000000000000000A50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,25A8ECDBBFD32571FD1E5E52B6AEBDAB65039F7366102657BA3119AFCE70FE50
0000000000000000000000A60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B3EF4706BC8C81ED71333721C4C4FEC180A6FD856A799E18CF20508558A5B5E7
0000000000000000000000A70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B36B405F136385A296ECA37363270962A87894B85B11CF0F5E2D26150D7CDD07
0000000000000000000000A80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E58318EA2D3D8897D73A870185AA9091181FB28524FD7D2D387AC60C470173FF
0000000000000000000000A90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7E92389A07AE7CA937857940B4D38E9417A584794F25BB3876AA8783657ED65A
0000000000000000000000AA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F59987F7D73077FE8EBBB4E7F2E70A793D5EB98368B931A84FF5D75391361229
0000000000000000000000AB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,682153F400139F94752B4CA8E00B04F0F6A3E14C2D71E361B102B9ECFDDAE473
0000000000000000000000AC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8D8B3DFFE00C7ACCAE9B37BA42E1711E89BBE91BF54D454C542622012E30F379
0000000000000000000000AD0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1B38E0AA5E224E1AAFC19F7DEA4A84DE55789CBA72ED0D2D7F053114F9D38AD4
0000000000000000000000AE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D9100D46335B6619483637B8E9F4308532A9DEF833003A62E5B3B65A711A195E
0000000000000000000000AF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,09359CC21C7FFE115C8AEB54DF8C85FD2BC759A28A3AF2104983052CBB9C48A6
0000000000000000000000B00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3F228D5BB743027CCA8FDAF996C50D2AE39716B84DFB12AB7D64B537D1C95C70
0000000000000000000000B10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DC3379521183296DFF19B71DA0073DDEC70785A6938225E98EA411886A43881E
0000000000000000000000B20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2CF6FFE38ADDC1DD96B04669A0005B0EE45148286B85206585D11C2ADE2D4802
0000000000000000000000B30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A43F50E99BA6CEAF72ADFF5C2F82729F67CF1A51ED190A9DD3B16906BB64F985
0000000000000000000000B40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E1B1F3C06F14D27F1D8536079BF447425C48A9A1E38C4545B0E1AEDE8643B14D
0000000000000000000000B50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,381A4CAC7E2118F6F24B6E2308404451418D5D50EDF4C8D6C7F4D3B123B6796E
0000000000000000000000B60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,34BA68DBC26B3F5CD0F8CCB056A15AE470A09A651E5442AC76D2C96C189C7DF5
0000000000000000000000B70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,50183E519038ABBB56428E8928C3DE9FE6E5F91D8E761641C8BCFDBC6E568919
0000000000000000000000B80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C4164317F0A63BC56E85B3E22BF5B2F199298BAEF57A9A87F5B20271D77613E4
0000000000000000000000B90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0FF1D50B5BD99CE785533D8F26323858F27CAEB46FCB929B3C116A061EAF549D
0000000000000000000000BA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,19F8FF598635BD882645573BD2970F882D5AA9338604E3048A3EB7E3C58544FC
0000000000000000000000BB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,00ED0EE0DF43D24FFC55E706F950182EF34804E9C3488450219203DBDFAD6A54
0000000000000000000000BC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,46EBE03341ADF02C11E617D11989AF84E487350658B6AA47A2039019DB0B57C2
0000000000000000000000BD0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B431D81FB3BC1AFE0150EB56247FE61A18951F4480DE0D4E817CA7643DCDB387
0000000000000000000000BE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,35C8CB3770C930C0CF83E6BD56033AEF9E1C6C287D59266E3F2D5CFC020E17AC
0000000000000000000000BF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4F96C12AB82C8835989D0182A72656C8F0DE3A4420EA2168043DE048E4EEE7F6
0000000000000000000000C00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,948169C9587C2DA3370AC5D2B2630442B7D527F202D15352DD3FB0AF772DC6C3
0000000000000000000000C10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4520EAE1808DDAF1DF7FA4808EC595C8598EE98AC54DF06A4644F0CAB10CC0C2
0000000000000000000000C20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D77092F13835622A36BBDA03E713C315622D781468AD0C2F75D55AE51F401616
0000000000000000000000C30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5E668F83CB679C59894F48A29FD8882E574E5AB45BF68E161B871C4B41475B30
0000000000000000000000C40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C4A2FBA3DEDF695E3D2D2F277F8908C7E68473044DE6B04CE3FC3089FBC10338
0000000000000000000000C50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4EB7D4030BFA901A5B23E0974B484045EFF7BF8AF7BF7B8EA9538DE8414F6418
0000000000000000000000C60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C4847DAD8C326CDE6BC8E2FBB544C81743517691EC40BD220788E97D8E0C94B5
0000000000000000000000C70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1261D189A6BACDF1AE8575D1E030E6AA88BB02682051F133F043B7A03D3D0965
0000000000000000000000C80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,14C8A53AF4AED1BEF1D86CAC27F10719A5325809B83046DEED0EE6AE6D9B74BE
0000000000000000000000C90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3D56BDC5F4E5D976AFA3B79BF3C163C74760004E33A61F414C015A14B0F34F23
0000000000000000000000CA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7E360DC2AD470359E3DB88C6673C23072B02E6ECBF956F35A6AA027EC644FF43
0000000000000000000000CB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,990E358497320BF382B6C94C617D1D5886071FBEE2FA8AC96A4C79AB22EC697C
0000000000000000000000CC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B268FA2B372018753D9229203D9E5CE7611A81778D8DCB7CF24CC443CBA6646C
0000000000000000000000CD0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5E22F80B8826FBDB0DD929A77C59676FEF2FA3988347AD765B9B46CAA2D65666
0000000000000000000000CE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,812467A01104D1C23B7976A7651030F2BCAEDE739DAFC1900411943F596C69B8
0000000000000000000000CF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,485D87403E08C67E03D74C1A0A1FB7FCBCFF934EE6C47E01F41DB2CD38D91652
0000000000000000000000D00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B19637B9A2360CAA1529E4D21495E527A25BF4A53057359AC38C0B06C0E23ED2
0000000000000000000000D10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6F4FD8D97735AE5BF6AD3625742B8D8061A9E2D3A87AC03E9A8678A726D0EBC9
0000000000000000000000D20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,558BDE7077433C04A18B84466517FB902C702996FA62A19FC0F58E98BD684E30
0000000000000000000000D30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F8F7FBE23E410CB8905C3A9A835B11642B3465AD06AA18BBCDAF9D95DBA3EDBB
0000000000000000000000D40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2A15A2832DBAD4D8F5C2CE7102D0BFE36F0F2256151A1B7C1A02427A706F2095
0000000000000000000000D50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B6EFABEAC70C3DDAEE5FE18E560BD06C10DF8F6D2ECA2A92D20CDFC36B67D651
0000000000000000000000D60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B0A5ACEEB545EBE63ADE3BF19039693A1296245E0441099CA6037382388F11CE
0000000000000000000000D70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3FAB78B2E42F7B0E13F2CF1BCBC2E85109E6F39FD70FCB7FA077964BD9C009F0
0000000000000000000000D80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4ECAAC38C5BA4FA6DA88229804DB344DDA2CFA8FC02A9EB8C6894EC367D47898
0000000000000000000000D90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C2AE97D0A71C3CCC1F535377CEF4022BBEACB4EDF08BC9842B1ACD531503CCB3
0000000000000000000000DA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,54A6FC3118F14D83892EA1FFEF1516ECAA3F189977A023C1CC0CD141EA2B7281
0000000000000000000000DB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2BFEE9CE0BB2A690B82C3F04669CD7C6DA9D9E3D22AF8CC114400A92070C8FE0
0000000000000000000000DC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C643A81D3029E3799E2B42EDCEDCDE83C0A233010EFF493697C5EF096BC6A2A7
0000000000000000000000DD0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EF8F457D2B56ED6A972B2F5AA58830807C8B02EC2B1C72D24153A46769EE31DF
0000000000000000000000DE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,123FC4BB2CFF570C8F19C1C10BC818444C4C76129C660E58B672187A1AB9EE81
0000000000000000000000DF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B3859785F801B61E5402118979EBD0899971A5F98BFA4D003193A18A9852837E
0000000000000000000000E00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2EFD14B6B4E5D5A181B61B5AB10809DEFA420598BB7FCA95F8E4F31430EEA7CE
0000000000000000000000E10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,59E4DBFA8636423B5BC8B9C985E8637401B78CBD383B0CE5D4B98358BEE3A0F8
0000000000000000000000E20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2C644EA7959975F6AEECBFEEE755504ADD46DA46DEBB7711737C4E2ECED87D23
0000000000000000000000E30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BD001E314DEB1A19276F9475C5A608D5A89253254523AABD359FD953A2F26AD6
0000000000000000000000E40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A2C28DFDE6A2182716EB977C2E4CBB258095E98CCC11149246F2E99FE6CE9836
0000000000000000000000E50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5EC354116E7A5BD1A646ABD45691F808B1ACF424B81A88DA5C1A38D2CBE78B5F
0000000000000000000000E60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FD69F604527536FB65BA5DDEDE3306C07C8837C1C5A38B8F36806EDB7848146F
0000000000000000000000E70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,68E535C15458A3394CD2A24BBD3608CC8529A4692F49C1B37353EFD44170FB71
0000000000000000000000E80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,AA14C5F3C29E3DDC47608A102E03B410BB5A6AF443C58D47A0F58DCAB489D6B3
0000000000000000000000E90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,AD407D2F8E672DE30ADC17C675B3800F3C83DF8BD9BA8A5643ED64065E8EEF58
0000000000000000000000EA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0891FC7E143D79A042A67AFEBD325CC05A2EE57C35773BC10E1D1A247690E958
0000000000000000000000EB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,92D3BE366202A913F181463A6D55E7DB4318DB208A5B59E5BE3A845257B952F9
0000000000000000000000EC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B77D272A881B5091A41A5AFFE648871601BC9D7FD434AC0958C0160FD230DB60
0000000000000000000000ED0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8A0019ED8D0C714021BADAFC969EB64CB1CA4D374DC0A592EF95BBCCFD8FAB41
0000000000000000000000EE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D957B4AAB8B283C7D5FF988740D5AE4C75DE2A1426C53B1D19603BD898DB7049
0000000000000000000000EF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,536886A298EF8FE96CDFE461ADE909B2F68F8BE028B1A9376CA7A94F5C8AB414
0000000000000000000000F00000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7DEABA3A4BFEF4A6413CAE80424E4D9819FF06FE4A2BADC340C3CCF5A44F3A1B
0000000000000000000000F10000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FCDB856B85147E40BE1B376D5D203DE53C84CA4BF1C298F2DB9122E927A813DA
0000000000000000000000F20000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4269CC0D2CA468302884A992B1DDA04D75DDFCA851204B7ADADE537099F583C4
0000000000000000000000F30000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6FDE58A174FAFB0675A5A93CD7476BFAC8FE0CE55A2548CF8F124CBC9FD33E5C
0000000000000000000000F40000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,160C300F020B2797172CD9FAAF13022B8BBF594D1F2BFCE602088E3A5E95978F
0000000000000000000000F50000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B51668BE2EF1D879E5AC9C04F4272D68A5073B4D12B3AFFBF1960D1A6F7713A2
0000000000000000000000F60000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0CE6EFC5DF3194534B80DF2FFF86CBBABEFEE0D243817CB9AC31C3575C1E201C
0000000000000000000000F70000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DE6F6F69334097822B282399BA9ADE0CB089800DEE4DE77B7C4F7070749631FB
0000000000000000000000F80000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E641FA8B97F245FF0E64C1D4ADC14F677C7F1D64046B7409856A33D0039CF6C5
0000000000000000000000F90000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E1BB89203BE8A90619A9201D193C82BE6A42D3BA4184AE1661C681BE88873582
0000000000000000000000FA0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3ED3443E3345A8E87EC572507F6E6329BB26E97B05DF337A879C92F7E6CAE063
0000000000000000000000FB0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F9F6ACF6EA2CADB43C1B6AB35C86D2EC1A5D68C463D10994D10685C77368633A
0000000000000000000000FC0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0E31E675CBDD36AF4047AE1B5E005241AC40148180C4606A43F20198C02DB688
0000000000000000000000FD0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FCDD08999CC1B371C11291ECDBD9EA038D0E1D25EFFBBFF4102704EE6C98714D
0000000000000000000000FE0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,149D4E7958CD4A919F4116FAE4E59C736F056F55EEEEDEDBA88F5199A9AC857D
0000000000000000000000FF0000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E16EFB5348B83E7CFD0A543C7D1259A6CD7A635FE07C2F6B4A6527DECA3053B5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2CEF530E1CB60DBC8050D63B2362FD580CDF5ADDDCE330159036B51629615FFD
0000000000000000000000000100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4766E7D88A8BC3D5D2AD57A67AFDE54C7C38A1298B4B81421F004C5971C451CB
0000000000000000000000000200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6363C673303C06AECC0E084D43AD62224516EAF7041FFDE427E343FD672F57F4
0000000000000000000000000300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1A0EE6B9ECAB47C27E6B9BB14CEB97428C3B3146B7D5FA95F47C25BC7D6DE8CA
0000000000000000000000000400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,85E3FE6A99A8F40F89CB79DB6A2ED666716A584A5B9BDA98B1FA7CCEA23B327C
0000000000000000000000000500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ADBE85D9CE34A60E175F8D472DF07DB1E86981F87CAE0989528167EAC46D5755
0000000000000000000000000600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FA661F921BE258BBB6682C7A315B067CBF2537C722C18A8047944647040CF1FF
0000000000000000000000000700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8E8B105070AFFD2A78B637B353B54612AD18357269D342C22BBB7ED41C0FA46E
0000000000000000000000000800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FA7FA91C8CCDA0422F85BF0AF486831AF4E35A3AC40D9EA39C0E7F7E5312C73D
0000000000000000000000000900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6E31B560AA28D7113EE27E1A9862A8D605B9F474B1DD8F7D9476B2372F3E93C4
0000000000000000000000000A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4F699323FE600BAA2C3B78AD5162B765A6F0A9EA39CAF4C36D7000269E14E5AF
0000000000000000000000000B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D877F53F04DD04D0C642DA6AA47BCE95D73C26373619F1E77D20B09910E19FFC
0000000000000000000000000C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,CCB25B8EA0AED9CB97D4AC618D5053913145FA9A3673ADB5BA50393498A032AB
0000000000000000000000000D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,283AE5D686DA8EDDA31D705F79DF9CA533FACB1D96E3B4F0A98D7C31255CEAF2
0000000000000000000000000E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,418942F722E138701C98958888072E5274290075837323ABC08B9A01104187AC
0000000000000000000000000F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,05895A967543946537934F459760CC2C0256905AB0F0DA4B76E671C3D303F6B4
0000000000000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BD75F017A71FB3AA2551398FCF3BF1092510B9AFBBF27C8262DCCF10BD9534CF
0000000000000000000000001100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B264DDADE4FC16387FD5012C029203CF950B01BE0412091D783B3140F75840A9
0000000000000000000000001200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A32376D907E4E21A0E41F760C0EC4B81C520A844ABEADC57628E8F911F506D9B
0000000000000000000000001300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E56418C0CA589D5F0341DF1966D1978D304952B916D0706F4C9426E2FA2F15CC
0000000000000000000000001400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,06585C1F78DE0095F382D16D83360B0CD9F36F6F13BF23534C0FA713926ABC0A
0000000000000000000000001500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,96CE4517EB681AE4FE875A7303018D672BF06D3F18787D58FB95B5FEE8AA53CA
0000000000000000000000001600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E523FBB6B899DF559F70722945878A54EBA0717937AED65C9A52608DE635B6E1
0000000000000000000000001700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DB31B5E55CEDC1C867D912364B9438D1F87DF9E0356DD08C349175F6164A58BA
0000000000000000000000001800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9AC7C495B8BFA8F901873CA1CEBB5B3EDA147702F7320B69AD5164C457F5C2A0
0000000000000000000000001900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B9CC2A9225DC4A33757F308AAC83CEB0432BF51AB7686CFF370888147325E2C9
0000000000000000000000001A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,749A24097B420C8242F20FF9B9C7B87A16181F27F9C4B647116A78928E7A330A
0000000000000000000000001B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FBC6AD2306A13AE70A6A8B3283515941BD8E4B97061CF441D4B415F9E222FD7F
0000000000000000000000001C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7AF012C997D558F49250272E57D0CB99BA83C3DA988CB599BD5BFCF5238BD9A3
0000000000000000000000001D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7D185A8A5C25D072BC7ADB58308C90BF5D77842B0E9747B9186B3C0C16C6AC96
0000000000000000000000001E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D226EED2E2D43ECBB5104B9E74FAC34E1C541F87C34E6B1317C0CFBCE9851F39
0000000000000000000000001F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7D30F6E2D57C584948DE38D0EB56F867B35EDCDE2D398A83AD12C182C4619449
0000000000000000000000002000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,11DD1A083D27CFA8AD1AE64B67A852C1D4F816FD095510E7E6D5F7607E387BA0
0000000000000000000000002100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A7CD3547EC6B599BA40BACB4FADA4DF560E8FB74FB0AD358215A297409BD5584
0000000000000000000000002200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1C93E4128FF2D47E2113EBD77919EC6AA1B6672AB486A9B9852ADA43F0631A9A
0000000000000000000000002300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D7B197EC5F08EC05FFBD465CC7A28BAE23E8FB0A26D66B7D0C2A2C690909D8FA
0000000000000000000000002400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8E5FB860FAAACCC8D525BD097B27A70A8578AA0CADCD6969724461ED34AFE637
0000000000000000000000002500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,161FCF54FD6EE377F93A25F2A8A845081DF288B97543EE4CD1D3B8EC1C52941B
0000000000000000000000002600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,70D721B89DBD4510E3339FA341B6614B40B27CC4C7DDC33754839735DB32E74B
